doc_id	passage_type	passage_offset	annot_id	gene	go-term	goevidence	type	sent_offset	sent_length	text	gene_eid	go_id
12213836	paragraph	7800	12213836_15	cdc-14	spindle midzone assembly involved in mitosis	IMP	GOA	8402	205	Careful analysis of the corresponding phenotype revealed that CeCDC-14 is dispensable for progression of the nuclear cycles in the early embryo, but essential for central spindle formation and cytokinesis.	173945	GO:0051256
12213836	paragraph	7800	12213836_16	cdc-14	cytokinesis	IMP	GOA	8402	205	Careful analysis of the corresponding phenotype revealed that CeCDC-14 is dispensable for progression of the nuclear cycles in the early embryo, but essential for central spindle formation and cytokinesis.	173945	GO:0000910
12213836	paragraph	8830	12213836_17	cdc-14	embryo development ending in birth or egg hatching	IMP	GOA	9717	194	However, of all components tested, only the depletion of the C. elegans homologue of the budding yeast Cdc14p phosphatase caused embryonic lethality in the offspring of injected worms (Table I).	173945	GO:0009792
12213836	paragraph	8830	12213836_18	T19A5.2	oogenesis	IMP	GOA	10069	282	In the case of the ORF T19A5.2, a potential homologue of the fission yeast kinase Sid1p, a striking degeneration of the germline in both RNAi-injected and -fed worms was observed. In injected worms the production of oocytes ceased, and instead the germ line appeared to cellularize.	179274	GO:0048477
12213836	paragraph	8830	12213836_19	T20F10.1	nematode larval development	IMP	GOA	10352	148	Depletion of the ORF T20F10.1, one of the putative Dbf2p homologues, caused the offspring of injected worms to arrest at an early larval stage (L1).	172896	GO:0002119
12213836	title_2	11905	12213836_20	cdc-14	phosphatase activity	NONE	GOA	11905	78	CeCDC-14 is a phosphatase and localizes to the central spindle and the midbody	173945	GO:0016791
12213836	title_2	11905	12213836_21	cdc-14	spindle midzone	NONE	GOA	11905	78	CeCDC-14 is a phosphatase and localizes to the central spindle and the midbody	173945	GO:0051233
12213836	title_2	11905	12213836_22	cdc-14	phosphorylation	NONE	GOA	11905	78	CeCDC-14 is a phosphatase and localizes to the central spindle and the midbody	173945	GO:0016310
12213836	paragraph	12833	12213836_23	cdc-14	phosphatase activity	IDA	GOA	13085	189	6His-CeCDC-14 hydrolyzed pNPP with a specific activity of 96 nmoles phosphate released min-1 mg-1, close to the specific activity reported for Cdc14p of S. cerevisiae (Taylor et al., 1997).	173945	GO:0016791
12213836	paragraph	12833	12213836_24	cdc-14	phosphatase activity	IDA	GOA	13085	189	6His-CeCDC-14 hydrolyzed pNPP with a specific activity of 96 nmoles phosphate released min-1 mg-1, close to the specific activity reported for Cdc14p of S. cerevisiae (Taylor et al., 1997).	173945	GO:0016791
12213836	paragraph	12833	12213836_25	cdc-14	phosphatase activity	IDA	GOA	13393	275	Furthermore, dephosphorylation of pNPP by CeCDC-14 was efficiently inhibited by 200 muM sodium-orthovanadate (5% activity of control reaction) and only weakly inhibited by 20 mM sodium fluoride or 100 nM okadaic acid (72 and 87% activity of control reactions, respectively). 	173945	GO:0016791
12213836	paragraph	12833	12213836_26	cdc-14	phosphorylation	IDA	GOA	13393	275	Furthermore, dephosphorylation of pNPP by CeCDC-14 was efficiently inhibited by 200 muM sodium-orthovanadate (5% activity of control reaction) and only weakly inhibited by 20 mM sodium fluoride or 100 nM okadaic acid (72 and 87% activity of control reactions, respectively). 	173945	GO:0016310
12213836	fig_caption	14895	12213836_27	cdc-14	spindle midzone	NONE	GOA	14895	83	CeCDC-14 localizes to the central spindle in anaphase and the midbody in telophase.	173945	GO:0051233
12213836	fig_caption	14895	12213836_28	cdc-14	midbody	NONE	GOA	14895	83	CeCDC-14 localizes to the central spindle in anaphase and the midbody in telophase.	173945	GO:0030496
12213836	paragraph	15878	12213836_29	cdc-14	midbody	IDA	GOA	15878	162	The localization of CeCDC-14 was analyzed in wild-type C. elegans embryos, using the affinity-purified anti-CeCDC-14 antibodies for immunofluorescence microscopy. However, in anaphase, striking staining of the central spindle area was observed in anaphase (Fig. 1 B, top, arrowhead).	173945	GO:0030496
12213836	paragraph	15878	12213836_29	cdc-14	midbody	IDA	GOA	16208	120	The localization of CeCDC-14 was analyzed in wild-type C. elegans embryos, using the affinity-purified anti-CeCDC-14 antibodies for immunofluorescence microscopy. However, in anaphase, striking staining of the central spindle area was observed in anaphase (Fig. 1 B, top, arrowhead).	173945	GO:0030496
12213836	paragraph	15878	12213836_30	cdc-14	midbody	IDA	GOA	15878	162	The localization of CeCDC-14 was analyzed in wild-type C. elegans embryos, using the affinity-purified anti-CeCDC-14 antibodies for immunofluorescence microscopy. Later in mitosis, during telophase, this staining compacted to a single dot that was positioned between the two daughter cells, highly reminiscent of the midbody (Fig. 1 B, bottom, arrowhead).	173945	GO:0030496
12213836	paragraph	15878	12213836_30	cdc-14	midbody	IDA	GOA	16329	192	The localization of CeCDC-14 was analyzed in wild-type C. elegans embryos, using the affinity-purified anti-CeCDC-14 antibodies for immunofluorescence microscopy. Later in mitosis, during telophase, this staining compacted to a single dot that was positioned between the two daughter cells, highly reminiscent of the midbody (Fig. 1 B, bottom, arrowhead).	173945	GO:0030496
12213836	paragraph	15878	12213836_31	cdc-14	midbody	IDA	GOA	15878	162	The localization of CeCDC-14 was analyzed in wild-type C. elegans embryos, using the affinity-purified anti-CeCDC-14 antibodies for immunofluorescence microscopy. Older embryos displayed multiple dots in the cytoplasm or between cells, again consistent with midbody staining (not depicted; see Fig. 7, bottom, left).	173945	GO:0030496
12213836	paragraph	15878	12213836_31	cdc-14	midbody	IDA	GOA	16522	153	The localization of CeCDC-14 was analyzed in wild-type C. elegans embryos, using the affinity-purified anti-CeCDC-14 antibodies for immunofluorescence microscopy. Older embryos displayed multiple dots in the cytoplasm or between cells, again consistent with midbody staining (not depicted; see Fig. 7, bottom, left).	173945	GO:0030496
12213836	paragraph	17797	12213836_32	cdc-14	spindle midzone	IDA	GOA	18123	369	To directly explore a possible colocalization between CeCDC-14 and ZEN-4, worms expressing a functional ZEN-4-GFP fusion protein (Kaitna et al., 2000) were stained with antibodies against GFP and CeCDC-14. As illustrated in Fig. 1 C, the two antigens displayed extensive colocalization at both the central spindle and the polar body (arrow and arrowhead, respectively).	173945	GO:0051233
12213836	paragraph	17797	12213836_33	zen-4	spindle midzone	IDA	GOA	18123	369	To directly explore a possible colocalization between CeCDC-14 and ZEN-4, worms expressing a functional ZEN-4-GFP fusion protein (Kaitna et al., 2000) were stained with antibodies against GFP and CeCDC-14. As illustrated in Fig. 1 C, the two antigens displayed extensive colocalization at both the central spindle and the polar body (arrow and arrowhead, respectively).	177374	GO:0051233
12213836	title_2	18493	12213836_34	cdc-14	cytokinesis	IMP	GOA	18493	71	RNA-mediated interference with CeCDC-14 leads to failure of cytokinesis	173945	GO:0000910
12213836	paragraph	18565	12213836_35	cdc-14	spindle midzone	NONE	GOA	18565	124	The localization of CeCDC-14 to the central spindle and the midbody suggested an involvement of this protein in cytokinesis.	173945	GO:0051233
12213836	paragraph	18565	12213836_36	cdc-14	midbody	NONE	GOA	18565	124	The localization of CeCDC-14 to the central spindle and the midbody suggested an involvement of this protein in cytokinesis.	173945	GO:0030496
12213836	paragraph	18565	12213836_37	cdc-14	cytokinesis	IMP	GOA	18856	155	Most strikingly, all embryos derived from CeCDC-14 RNAi-treated worms were multinucleate, suggesting that they had undergone multiple cytokinesis failures.	173945	GO:0000910
12213836	fig_caption	20104	12213836_38	cdc-14	cytokinesis	IMP	GOA	20104	76	Depletion of CeCDC-14 leads to failure of cytokinesis in C. elegans embryos.	173945	GO:0000910
12213836	paragraph	21223	12213836_39	cdc-14	cytokinesis	IMP	GOA	21223	187	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics.	173945	GO:0000910
12213836	paragraph	21223	12213836_40	cdc-14	cytokinesis	IMP	GOA	21223	187	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics. In fact, regardless of the time of analysis after injection, most of the embryos (30/36) exhibited a deep cleavage furrow; however, subsequently, the furrows regressed and cytokinesis invariably failed.	173945	GO:0000910
12213836	paragraph	21223	12213836_40	cdc-14	cytokinesis	IMP	GOA	21564	202	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics. In fact, regardless of the time of analysis after injection, most of the embryos (30/36) exhibited a deep cleavage furrow; however, subsequently, the furrows regressed and cytokinesis invariably failed.	173945	GO:0000910
12213836	paragraph	21223	12213836_41	cdc-14	cytokinesis	IMP	GOA	21223	187	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics. In addition to this cytokinesis failure in telophase, most of the embryos (29/36) also failed polar body extrusion in meiosis (Fig. 2 B, arrowhead, bottom, -5.50 and -4.00 min), leading to a more than 2N-DNA content in the zygotic embryo and multiple nuclei at later stages (Fig. 2 B, bottom, arrow, 12.30 min).	173945	GO:0000910
12213836	paragraph	21223	12213836_41	cdc-14	cytokinesis	IMP	GOA	21893	311	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics. In addition to this cytokinesis failure in telophase, most of the embryos (29/36) also failed polar body extrusion in meiosis (Fig. 2 B, arrowhead, bottom, -5.50 and -4.00 min), leading to a more than 2N-DNA content in the zygotic embryo and multiple nuclei at later stages (Fig. 2 B, bottom, arrow, 12.30 min).	173945	GO:0000910
12213836	paragraph	21223	12213836_42	cdc-14	polar body extrusion after meiotic divisions	IMP	GOA	21223	187	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics. In addition to this cytokinesis failure in telophase, most of the embryos (29/36) also failed polar body extrusion in meiosis (Fig. 2 B, arrowhead, bottom, -5.50 and -4.00 min), leading to a more than 2N-DNA content in the zygotic embryo and multiple nuclei at later stages (Fig. 2 B, bottom, arrow, 12.30 min).	173945	GO:0040038
12213836	paragraph	21223	12213836_42	cdc-14	polar body extrusion after meiotic divisions	IMP	GOA	21893	311	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics. In addition to this cytokinesis failure in telophase, most of the embryos (29/36) also failed polar body extrusion in meiosis (Fig. 2 B, arrowhead, bottom, -5.50 and -4.00 min), leading to a more than 2N-DNA content in the zygotic embryo and multiple nuclei at later stages (Fig. 2 B, bottom, arrow, 12.30 min).	173945	GO:0040038
12213836	paragraph	21223	12213836_43	cdc-14	cytokinesis	NONE	GOA	22205	119	These results indicate that the main defect caused by the depletion of CeCDC-14 is a pronounced failure of cytokinesis.	173945	GO:0000910
12213836	paragraph	21223	12213836_44	cdc-14	cytokinesis	IMP	GOA	21223	187	To examine the nature of the observed cytokinesis defect in more detail, embryos from worms injected with CeCDC-14-dsRNA were filmed using differential interference contrast (DIC) optics.	173945	GO:0000910
12213836	paragraph	22325	12213836_44	cdc-14	cytokinesis	IMP	GOA	22325	122	In a minor proportion of embryos (6/36), the furrow only pinched in marginally before it regressed and cytokinesis failed.	173945	GO:0000910
12213836	title_2	23717	12213836_45	cdc-14	spindle midzone assembly	IMP	GOA	23717	71	The central spindle fails to form in worms injected with CeCDC-14 dsRNA	173945	GO:0051255
12213836	paragraph	23789	12213836_46	cdc-14	spindle midzone assembly	IMP	GOA	24265	195	In embryos injected with CeCDC-14-dsRNA, bundled microtubules characteristic of the central spindle were absent, whereas the astral microtubules appeared normal (25 out of 25 embryos) (Fig. 3 A).	173945	GO:0051255
12213836	paragraph	23789	12213836_47	cdc-14	spindle midzone assembly	IMP	GOA	25178	160	Instead, the regression of the contractile ring observed in CeCDC-14-depleted embryos most likely stems from a failure of the central spindle to form correctly.	173945	GO:0051255
12213836	paragraph	23789	12213836_48	cdc-14	spindle midzone assembly	NONE	GOA	25339	101	Thus, our data identify CeCDC-14 as a novel regulator of central spindle formation in metazoan cells.	173945	GO:0051255
12213836	fig_caption	25441	12213836_49	cdc-14	spindle midzone assembly	IMP	GOA	25441	60	CeCDC-14-depleted embryos lack bundled midzone microtubules.	173945	GO:0051255
12213836	title_2	26056	12213836_50	cdc-14	regulation of protein localization	IMP	GOA	26056	66	Both ZEN-4 and AIR-2 are mislocalized in CeCDC-14-depleted embryos	173945	GO:0032880
12213836	paragraph	26123	12213836_51	cdc-14	regulation of protein localization	IMP	GOA	26698	127	To examine this possibility, the localization of ZEN-4 was examined in both wild-type and CeCDC-14-depleted embryos (Fig. 4 A). In contrast, CeCDC-14-depleted embryos showed virtually no staining for ZEN-4 in either anaphase or telophase (n = 20).	173945	GO:0032880
12213836	paragraph	26123	12213836_51	cdc-14	regulation of protein localization	IMP	GOA	26978	119	To examine this possibility, the localization of ZEN-4 was examined in both wild-type and CeCDC-14-depleted embryos (Fig. 4 A). In contrast, CeCDC-14-depleted embryos showed virtually no staining for ZEN-4 in either anaphase or telophase (n = 20).	173945	GO:0032880
12213836	fig_caption	27098	12213836_52	cdc-14	regulation of protein localization	IMP	GOA	27098	62	ZEN-4 and AIR-2 are mislocalized in CeCDC-14-depleted embryos.	173945	GO:0032880
12213836	paragraph	27653	12213836_53	cdc-14	spindle midzone assembly	IMP	GOA	28186	202	Similarly, we observed that some microtubules were still labeled by anti-AIR-2 antibodies in CeCDC-14-depleted embryos (n = 5), even though no compact central spindles were assembled (Fig. 4 B, bottom).	173945	GO:0051255
12213836	title_2	28508	12213836_54	cdc-14	regulation of protein localization	IMP	GOA	28508	80	Failure of ZEN-4-GFP to localize to the spindle midzone in CeCDC-14-RNAi embryos	173945	GO:0032880
12213836	paragraph	28589	12213836_55	cdc-14	regulation of protein localization	IMP	GOA	28589	277	From the analysis of fixed CeCDC-14-depleted embryos, it was impossible to determine whether the mislocalization of ZEN-4 was due to an inability of ZEN-4 to localize to the central spindle, or alternatively, reflected an unstable association of ZEN-4 with the spindle midzone.	173945	GO:0032880
12213836	paragraph	28589	12213836_56	cdc-14	regulation of protein localization	IMP	GOA	29478	152	However, in embryos depleted of CeCDC-14, no transient accumulation of ZEN-4-GFP could be observed at any time point (n = 6) (Fig. 5, right two panels).	173945	GO:0032880
12213836	paragraph	28589	12213836_57	cdc-14	spindle midzone assembly	IMP	GOA	29631	241	From the comparison of these results with those reported for embryos depleted of ICP-1 (Kaitna et al., 2000), it seems clear that depletion of CeCDC-14 disturbs the organization of the central spindle more completely than depletion of ICP-1.	173945	GO:0051255
12213836	fig_caption	29873	12213836_58	cdc-14	regulation of protein localization	IMP	GOA	29873	80	ZEN-4-GFP fails to localize in vivo to the midzone of CeCDC-14-depleted embryos.	173945	GO:0032880
12213836	title_2	30582	12213836_59	cdc-14	regulation of protein localization	NONE	GOA	30582	59	CeCDC-14 and ZEN-4 are interdependent in their localization	173945	GO:0032880
12213836	title_2	30582	12213836_60	zen-4	regulation of protein localization	NONE	GOA	30582	59	CeCDC-14 and ZEN-4 are interdependent in their localization	177374	GO:0032880
12213836	paragraph	30642	12213836_61	zen-4	regulation of protein localization	IMP	GOA	30847	139	As shown in Fig. 6, CeCDC-14 was completely lost from both the central spindle and the midbody in ZEN-4-depleted embryos (n = 25) (Fig. 6).	177374	GO:0032880
12213836	paragraph	30642	12213836_62	cyk-4	regulation of protein localization	IMP	GOA	30847	214	As shown in Fig. 6, CeCDC-14 was completely lost from both the central spindle and the midbody in ZEN-4-depleted embryos (n = 25) (Fig. 6). The same result was obtained in CYK-4-depleted embryos (unpublished data).	176815	GO:0032880
12213836	paragraph	30642	12213836_63	cdc-14	regulation of protein localization	NONE	GOA	31062	155	Together with the data presented in Fig. 4, this indicates that CeCDC-14 and the ZEN-4/CYK-4 complex are mutually dependent on each other for localization.	173945	GO:0032880
12213836	paragraph	30642	12213836_64	zen-4	regulation of protein localization	NONE	GOA	31062	155	Together with the data presented in Fig. 4, this indicates that CeCDC-14 and the ZEN-4/CYK-4 complex are mutually dependent on each other for localization.	177374	GO:0032880
12213836	paragraph	30642	12213836_65	air-2	regulation of protein localization	IMP	GOA	31521	142	In most AIR-2-depleted embryos examined with anti-CeCDC-14 antibodies, no localized CeCDC-14 staining could be seen (n = 20) (Fig. 6, bottom).	172268	GO:0032880
12213836	fig_caption	31664	12213836_66	zen-4	regulation of protein localization	IMP	GOA	31664	63	ZEN-4-depleted embryos do not show localized CeCDC-14 staining.	177374	GO:0032880
12213836	paragraph	32045	12213836_67	cdc-14	cytokinesis	IMP	GOA	32045	138	As described above, embryos depleted of CeCDC-14 clearly failed cell division, but remarkably they appeared to continue in the cell cycle.	173945	GO:0000910
12213836	paragraph	36634	12213836_68	cdc-14	embryo development ending in birth or egg hatching	IMP	GOA	37670	107	Of all genes tested, only the depletion of the CeCDC-14 phosphatase produced an embryonic lethal phenotype.	173945	GO:0009792
12213836	paragraph	36634	12213836_69	cdc-14	cytokinesis	IMP	GOA	37778	135	Most interestingly, we could show that depletion of the CeCDC-14 phosphatase caused a severe cytokinesis failure in C. elegans embryos.	173945	GO:0000910
12213836	title_2	38031	12213836_70	cdc-14	embryo development ending in birth or egg hatching	IMP	GOA	38031	81	Depletion of CeCDC-14 but not other MEN/SIN homologues causes embryonic lethality	173945	GO:0009792
12213836	paragraph	38113	12213836_71	cdc-14	embryo development ending in birth or egg hatching	IMP	GOA	38113	147	Surprisingly, our RNAi-based survey of potential C. elegans MEN/SIN homologues revealed an embryonic requirement only for the CeCDC-14 phosphatase.	173945	GO:0009792
12213836	paragraph	38113	12213836_72	wts-1	nematode larval development	IMP	GOA	38969	268	Consistent with this possibility, we have observed that depletion of two C. elegans kinases structurally related to MEN/SIN components (Dbf2p of S. cerevisiae and Sid1p of S. pombe) produced an F1 arrest at the L1 stage and degeneration of the germ line, respectively.	172896	GO:0002119
12213836	paragraph	38113	12213836_73	gck-1	oogenesis	IMP	GOA	38969	268	Consistent with this possibility, we have observed that depletion of two C. elegans kinases structurally related to MEN/SIN components (Dbf2p of S. cerevisiae and Sid1p of S. pombe) produced an F1 arrest at the L1 stage and degeneration of the germ line, respectively.	179274	GO:0048477
12213836	title_2	39238	12213836_74	cdc-14	cytokinesis	NONE	GOA	39238	52	CeCDC-14 regulates cytokinesis in C. elegans embryos	173945	GO:0000910
12213836	paragraph	39291	12213836_75	cdc-14	embryo development ending in birth or egg hatching	IMP	GOA	39392	116	As a result of this critical requirement, C. elegans embryos depleted of CeCDC-14 display early embryonic lethality.	173945	GO:0009792
12213836	paragraph	39291	12213836_76	cdc-14	cytokinesis	IMP	GOA	39509	200	The phenotype of embryos derived from CeCDC-14-dsRNA-injected worms indicates that CeCDC-14 is important for the regulation of cytokinesis per se, independent of a possible role in cell cycle control.	173945	GO:0000910
12213836	paragraph	40363	12213836_77	cdc-14	cytokinesis	NONE	GOA	40665	157	Taken at face value, this result indicates that the C. elegans Cdc14 phosphatase is required for cytokinesis but not for other aspects of cell cycle control.	173945	GO:0000910
12213836	paragraph	40363	12213836_78	cdc-14	cytokinesis	IMP	GOA	41030	467	In an attempt to maximize the depletion of CeCDC-14, we have also analyzed embryos that were dissected after prolonged incubation of injected worms. This has been reported to enhance depletion of some proteins (Rappleye et al., 2002), but in our experiments did not give rise to additional phenotypes. The vast majority of treated embryos was defective in both polar body extrusion and cytokinesis, and yet progressed through the cell cycle with near-normal kinetics.	173945	GO:0000910
12213836	paragraph	40363	12213836_79	cdc-14	polar body extrusion after meiotic divisions	IMP	GOA	41030	467	In an attempt to maximize the depletion of CeCDC-14, we have also analyzed embryos that were dissected after prolonged incubation of injected worms. This has been reported to enhance depletion of some proteins (Rappleye et al., 2002), but in our experiments did not give rise to additional phenotypes. The vast majority of treated embryos was defective in both polar body extrusion and cytokinesis, and yet progressed through the cell cycle with near-normal kinetics.	173945	GO:0040038
12213836	paragraph	41628	12213836_80	cdc-14	cytokinesis	NONE	GOA	41959	183	Thus, although the direct regulation of cytokinesis may well be the only essential function of CeCDC-14 in the embryonic cycles, additional functions may be required at larval stages.	173945	GO:0000910
12213836	paragraph	41628	12213836_81	cdc-14	embryo development ending in birth or egg hatching	IMP	GOA	42143	101	We cannot presently test this possibility, because the CeCDC-14-depleted embryos die before hatching.	173945	GO:0009792
12213836	title_2	42392	12213836_82	cdc-14	spindle midzone assembly	IMP	GOA	42392	62	Depletion of CeCDC-14 interferes with central spindle assembly	173945	GO:0051255
12213836	paragraph	42455	12213836_83	cdc-14	spindle midzone assembly	IMP	GOA	42455	158	In embryos depleted of CeCDC-14, bundled midzone microtubules did not assemble, and the kinesin-related motor ZEN-4 failed to localize to the spindle midzone.	173945	GO:0051255
12213836	paragraph	42455	12213836_84	cdc-14	regulation of protein localization	IMP	GOA	42455	158	In embryos depleted of CeCDC-14, bundled midzone microtubules did not assemble, and the kinesin-related motor ZEN-4 failed to localize to the spindle midzone.	173945	GO:0032880
12213836	paragraph	42455	12213836_85	zen-4	midbody	NONE	GOA	42455	158	In embryos depleted of CeCDC-14, bundled midzone microtubules did not assemble, and the kinesin-related motor ZEN-4 failed to localize to the spindle midzone.	177374	GO:0030496
12213836	paragraph	42455	12213836_86	cdc-14	regulation of protein localization	IMP	GOA	42979	167	In this scenario, the failure of ZEN-4 to localize to the central spindle in CeCDC-14-depleted embryos would simply reflect the absence of stable midzone microtubules.	173945	GO:0032880
12213836	paragraph	42455	12213836_87	zen-4	spindle midzone	NONE	GOA	42979	167	In this scenario, the failure of ZEN-4 to localize to the central spindle in CeCDC-14-depleted embryos would simply reflect the absence of stable midzone microtubules.	177374	GO:0051233
12213836	paragraph	42455	12213836_88	cdc-14	phosphoprotein phosphatase activity	IDA	GOA	43439	395	To test this second possibility, we have phosphorylated recombinant ZEN-4/CYK-4 complexes by Cdk1-cyclin B in vitro, and then used these phosphoproteins as substrates for CeCDC-14. However, although the recombinant phosphatase readily dephosphorylated histone H1, no dephosphorylation of either ZEN-4 or CYK-4 could be observed (M. Mishima, U. Gruneberg, and M. Glotzer, personal communication).	173945	GO:0004721
12213836	paragraph	42455	12213836_89	cdc-14	protein dephosphorylation	IDA	GOA	43439	395	To test this second possibility, we have phosphorylated recombinant ZEN-4/CYK-4 complexes by Cdk1-cyclin B in vitro, and then used these phosphoproteins as substrates for CeCDC-14. However, although the recombinant phosphatase readily dephosphorylated histone H1, no dephosphorylation of either ZEN-4 or CYK-4 could be observed (M. Mishima, U. Gruneberg, and M. Glotzer, personal communication).	173945	GO:0006470
12707312	abstract	6	12707312_1	csc-1	chromosome passenger complex	NONE	GOA	269	97	Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1.	175006	GO:0032133
12707312	abstract	6	12707312_2	csc-1	regulation of protein localization	NONE	GOA	455	111	CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization.	175006	GO:0032880
12707312	abstract	6	12707312_3	bir-1	regulation of protein localization	NONE	GOA	455	111	CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization.	179597	GO:0032880
12707312	abstract	6	12707312_4	icp-1	regulation of protein localization	NONE	GOA	455	111	CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization.	171788	GO:0032880
12707312	abstract	6	12707312_5	csc-1	protein binding	IPI	GOA	567	40	In vitro, CSC-1 binds directly to BIR-1.	175006	GO:0005515
12707312	abstract	6	12707312_6	bir-1	protein binding	IPI	GOA	567	40	In vitro, CSC-1 binds directly to BIR-1.	179597	GO:0005515
12707312	abstract	6	12707312_7	csc-1	protein binding	IC	GOA	608	80	The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1.	175006	GO:0005515
12707312	abstract	6	12707312_8	bir-1	protein binding	IC	GOA	608	80	The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1.	179597	GO:0005515
12707312	abstract	6	12707312_9	csc-1	chromosome passenger complex	IPI	GOA	689	54	CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo.	175006	GO:0032133
12707312	abstract	6	12707312_10	air-2	chromosome passenger complex	IPI	GOA	689	54	CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo.	172268	GO:0032133
12707312	abstract	6	12707312_11	bir-1	chromosome passenger complex	IPI	GOA	689	54	CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo.	179597	GO:0032133
12707312	abstract	6	12707312_12	icp-1	chromosome passenger complex	IPI	GOA	689	54	CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo.	171788	GO:0032133
12707312	abstract	6	12707312_13	icp-1	positive regulation of kinase activity	NONE	GOA	744	52	ICP-1 dramatically stimulates AIR-2 kinase activity.	171788	GO:0033674
