pmid	title	Gene	gene_eid	start_offset	end_offset	abstract
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	ICP-1	171788	122	127	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	AIR-2	172268	251	256	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	ICP-1	171788	286	291	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	BIR-1	179597	305	310	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	CSC-1	175006	483	488	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	CSC-1	175006	521	526	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	AIR-2	172268	528	533	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	ICP-1	171788	535	540	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	BIR-1	179597	545	550	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	CSC-1	175006	578	583	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	BIR-1	179597	585	590	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	ICP-1	171788	596	601	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	AIR-2	172268	670	675	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	CSC-1	175006	700	705	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	BIR-1	179597	724	729	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	CSC-1	175006	735	740	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	BIR-1	179597	741	746	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
12707312	CSC-1: a subunit of the Aurora B kinase complex that binds to the survivin-like protein BIR-1 and the incenp-like protein ICP-1.	ICP-1	171788	805	810	The Aurora B kinase complex is a critical regulator of chromosome segregation and cytokinesis. In Caenorhabditis elegans, AIR-2 (Aurora B) function requires ICP-1 (Incenp) and BIR-1 (Survivin). In various systems, Aurora B binds to orthologues of these proteins. Through genetic analysis, we have identified a new subunit of the Aurora B kinase complex, CSC-1. C. elegans embryos depleted of CSC-1, AIR-2, ICP-1, or BIR-1 have identical phenotypes. CSC-1, BIR-1, and ICP-1 are interdependent for their localization, and all are required for AIR-2 localization. In vitro, CSC-1 binds directly to BIR-1. The CSC-1/BIR-1 complex, but not the individual subunits, associates with ICP-1. CSC-1 associates with ICP-1, BIR-1, and AIR-2 in vivo. ICP-1 dramatically stimulates AIR-2 kinase activity. This activity is not stimulated by CSC-1/BIR-1, suggesting that these two subunits function as targeting subunits for AIR-2 kinase.
